"ASX code","Company name","Listing date","GICs industry group","Market Cap"
"BOT","BOTANIX PHARMACEUTICALS LTD","1985-01-24","Pharmaceuticals, Biotechnology & Life Sciences",77851366
"BPH","BPH ENERGY LTD","2004-08-06","Pharmaceuticals, Biotechnology & Life Sciences",42554841
"BPM","BPM MINERALS LIMITED","2020-12-30","Materials",16680910
"BPP","BABYLON PUMP & POWER LIMITED","1996-12-13","Capital Goods",16117886
"BPT","BEACH ENERGY LIMITED","1972-06-30","Energy",2463840348
"BRB","BREAKER RESOURCES NL","2012-04-20","Materials",71685004
"BRG","BREVILLE GROUP LIMITED","1999-05-25","Consumer Durables & Apparel",4540585475
"BRI","BIG RIVER INDUSTRIES LIMITED","2017-05-01","Materials",169312744
"BRK","BROOKSIDE ENERGY LIMITED","2005-10-31","Energy",103334608
"BRL","BATHURST RESOURCES LIMITED.","2013-06-21","Materials",109409039
"BRN","BRAINCHIP HOLDINGS LTD","2011-11-09","Software & Services",862489629
"BRU","BURU ENERGY LIMITED","2008-09-01","Energy",79420341
"BRV","BIG RIVER GOLD LTD","2004-02-06","Materials",66929948
"BSA","BSA LIMITED","1999-11-15","Commercial & Professional Services",136823433
"BSE","BASE RESOURCES LIMITED","2008-10-02","Materials",365183674
"BSL","BLUESCOPE STEEL LIMITED","2002-07-15","Materials",12595156000
"BSR","BASSARI RESOURCES LIMITED","2008-01-07","Materials","N/A"
"BST","BEST & LESS GROUP HOLDINGS LTD","2021-07-26","Retailing",348520065
"BSX","BLACKSTONE MINERALS LIMITED","2017-01-23","Materials",153286807
"BTC","BTC HEALTH LTD","2000-08-29","Not Applic",23111401
"BTH","BIGTINCAN HOLDINGS LIMITED","2017-03-24","Software & Services",686669837
"BTI","BAILADOR TECHNOLOGY INVESTMENTS LIMITED","2014-11-21","Diversified Financials",205704452
"BTN","BUTN LIMITED","2021-07-06","Diversified Financials",70413200
"BTR","BRIGHTSTAR RESOURCES LIMITED","2003-12-05","Materials",11873271
"BUB","BUBS AUSTRALIA LIMITED","1993-10-05","Food, Beverage & Tobacco",263493499
"BUD","BUDDY TECHNOLOGIES LTD","2006-12-18","Consumer Durables & Apparel",62729054
"BUR","BURLEY MINERALS LTD","2021-07-07","Materials",17995000
"BUX","BUXTON RESOURCES LIMITED","2007-10-23","Materials",9659936
"BUY","BOUNTY OIL & GAS NL","2002-02-05","Energy",16446015
"BVS","BRAVURA SOLUTIONS LIMITED.","2016-11-16","Software & Services",766821633
"BWF","BLACKWALL LIMITED","2011-10-21","Diversified Financials",40440787
"BWP","BWP TRUST","1998-09-16","Real Estate",2601654402
"BWX","BWX LIMITED","2015-11-11","Household & Personal Products",783046675
"BXB","BRAMBLES LIMITED","2006-11-27","Commercial & Professional Services",17488760687
"BXN","BIOXYNE LIMITED","2000-12-14","Household & Personal Products",21124798
"BYE","BYRON ENERGY LIMITED","2005-06-03","Energy",124835412
"BYH","BRYAH RESOURCES LIMITED","2017-10-17","Materials",11670980
"BYI","BEYOND INTERNATIONAL LIMITED","1987-06-12","Media & Entertainment",46002726
"C6C","COPPER MOUNTAIN MINING CORPORATION","2018-04-06","Materials",712252301
"CAA","CAPRAL LIMITED","1986-11-20","Materials",140049573
"CAD","CAENEUS MINERALS LTD","2000-07-11","Materials",64299076
"CAE","CANNINDAH RESOURCES LIMITED","2005-05-20","Materials",35802857
"CAF","CENTREPOINT ALLIANCE LIMITED","2002-06-25","Diversified Financials",40399231
"CAG","CAPE RANGE LTD","2017-11-30","Software & Services",31319739
"CAI","CALIDUS RESOURCES LIMITED","1987-03-13","Materials",229958800
"CAJ","CAPITOL HEALTH LIMITED","2006-06-09","Health Care Equipment & Services",371429104
"CAM","CLIME CAPITAL LIMITED","2004-02-03","Not Applic",129818727
"CAN","CANN GROUP LIMITED","2017-05-04","Pharmaceuticals, Biotechnology & Life Sciences",90071569
"CAQ","CAQ HOLDINGS LIMITED","2005-07-25","Real Estate",10766794
"CAR","CARSALES.COM LIMITED.","2009-09-10","Media & Entertainment",7073404075
"CAT","CATAPULT GROUP INTERNATIONAL LTD","2014-12-19","Technology Hardware & Equipment",434239165
"CAU","CRONOS AUSTRALIA LIMITED","2019-11-07","Health Care Equipment & Services",14162500
"CAV","CARNAVALE RESOURCES LIMITED","2007-03-15","Materials",17011612
"CAY","CANYON RESOURCES LIMITED","2010-06-15","Materials",62495030
"CAZ","CAZALY RESOURCES LIMITED","2003-10-31","Materials",16999910
"CBA","COMMONWEALTH BANK OF AUSTRALIA.","1991-09-12","Banks",179183737410
"CBE","COBRE LIMITED","2020-01-31","Materials",25063980
"CBL","CONTROL BIONICS LIMITED","2020-12-07","Health Care Equipment & Services",57646388
"CBO","COBRAM ESTATE OLIVES LIMITED","2021-08-11","Food, Beverage & Tobacco",782621920
"CBR","CARBON REVOLUTION LIMITED","2019-11-29","Automobiles & Components",255190873
"CBY","CANTERBURY RESOURCES LIMITED","2019-03-07","Materials",13822831
"CCA","CHANGE FINANCIAL LIMITED","2016-06-30","Software & Services",42289235
"CCE","CARNEGIE CLEAN ENERGY LIMITED","1993-10-26","Utilities",44707721
"CCG","COMMS GROUP LTD","2017-12-21","Software & Services",28587696
"CCJ",,"2011-11-15","Energy",
"CCP","CREDIT CORP GROUP LIMITED","2000-09-04","Diversified Financials",2090154565
"CCR","CREDIT CLEAR LIMITED","2020-10-27","Software & Services",117357108
"CCV","CASH CONVERTERS INTERNATIONAL","1997-02-07","Diversified Financials",169437154
"CCX","CITY CHIC COLLECTIVE LIMITED","1998-05-28","Retailing",1479662780
"CCZ","CASTILLO COPPER LIMITED","2010-12-14","Materials",44132101
"CD1","CD PRIVATE EQUITY FUND I","2012-08-14","Not Applic",42915088
"CD2","CD PRIVATE EQUITY FUND II","2013-04-09","Not Applic",81405309
"CD3","CD PRIVATE EQUITY FUND III","2016-07-27","Not Applic",122448314
"CDA","CODAN LIMITED","2003-11-27","Technology Hardware & Equipment",2700597150
"CDD","CARDNO LIMITED","2004-05-20","Commercial & Professional Services",392549480
"CDM","CADENCE CAPITAL LIMITED","2006-12-05","Not Applic",368869955
"CDP","CARINDALE PROPERTY TRUST","1996-11-28","Real Estate",320059835
"CDR","CODRUS MINERALS LIMITED","2021-06-23","Materials",12750001
"CDT","CASTLE MINERALS LIMITED","2006-05-02","Materials",10255011
"CDX","CARDIEX LIMITED","2005-11-09","Health Care Equipment & Services",62044556
"CDY","CELLMID LIMITED","2005-12-09","Pharmaceuticals, Biotechnology & Life Sciences",9746389
"CE1","CALIMA ENERGY LIMITED","2006-07-28","Energy",97603531
"CEL","CHALLENGER EXPLORATION LIMITED","2007-11-07","Energy",231923021
"CEN","CONTACT ENERGY LIMITED","2015-09-24","Utilities",7930214847
"CF1","COMPLII FINTECH SOLUTIONS LTD","2001-12-18","Software & Services",15555985
"CFO","CFOAM LIMITED","2016-10-26","Capital Goods",8806088
"CG1","CARBONXT GROUP LIMITED","2018-01-23","Materials",34725025
"CGA","CONTANGO ASSET MANAGEMENT LIMITED","2004-09-30","Diversified Financials",45643306
"CGB","CANN GLOBAL LIMITED","2008-01-14","Pharmaceuticals, Biotechnology & Life Sciences",28627434
"CGC","COSTA GROUP HOLDINGS LIMITED","2015-07-24","Food, Beverage & Tobacco",1439573725
"CGF","CHALLENGER LIMITED","2003-12-23","Diversified Financials",4353803808
"CGM","COUGAR METALS NL","2003-12-16","Materials","N/A"
"CGN","CRATER GOLD MINING LIMITED","2002-11-01","Materials","N/A"
"CGO","CPT GLOBAL LIMITED","2000-09-08","Software & Services",28214586
"CGS","COGSTATE LTD","2004-02-13","Health Care Equipment & Services",296664754
"CHC","CHARTER HALL GROUP","2005-06-10","Real Estate",8351383959
"CHK","COHIBA MINERALS LIMITED","2012-02-01","Materials",26438118
"CHL","CAMPLIFY HOLDINGS LIMITED","2021-06-28","Transportation",73249959
"CHM","CHIMERIC THERAPEUTICS LIMITED","2021-01-18","Pharmaceuticals, Biotechnology & Life Sciences",106701916
"CHN","CHALICE MINING LIMITED","2006-03-24","Materials",2452920351
"CHR","CHARGER METALS NL","2021-07-09","Materials",29232001
"CHZ","CHESSER RESOURCES LIMITED","2007-05-29","Materials",76476861
"CI1","CREDIT INTELLIGENCE LTD","2008-07-10","Commercial & Professional Services",25643576
"CIA","CHAMPION IRON LIMITED","2007-06-08","Materials",2876443812
"CII","CI RESOURCES LIMITED","1987-07-24","Materials","N/A"
"CIM","CIMIC GROUP LIMITED","1962-12-11","Capital Goods",6618159040
"CIN","CARLTON INVESTMENTS LIMITED","1970-06-30","Not Applic",849837068
"CIO","CONNECTED IO LIMITED","1984-08-16","Technology Hardware & Equipment",14942215
"CIP","CENTURIA INDUSTRIAL REIT","2012-12-13","Real Estate",2209908676
"CIW","CLIME INVESTMENT MANAGEMENT LTD","2000-12-15","Diversified Financials",43895613
"CKA","COKAL LIMITED","2000-04-17","Materials",149933170
"CKF","COLLINS FOODS LIMITED","2011-08-04","Consumer Services",1444697842
"CL1","CLASS LIMITED","2015-12-18","Software & Services",233916097
"CL8","CARLY HOLDINGS LIMITED","1996-09-09","Retailing",6536211
"CLA","CELSIUS RESOURCES LIMITED.","1988-03-24","Materials",27227930
"CLB","CANDY CLUB HOLDINGS LIMITED","2019-02-19","Food & Staples Retailing",51165235
"CLE","CYCLONE METALS LIMITED","2001-06-07","Materials",27193422
"CLH","COLLECTION HOUSE LIMITED","2000-10-04","Diversified Financials",24131188
"CLI","CROPLOGIC LIMITED","2017-09-12","Commercial & Professional Services","N/A"
"CLT","CELLNET GROUP LIMITED","1999-11-17","Technology Hardware & Equipment",14798273
"CLU","CLUEY LTD","2020-12-09","Consumer Services",173365419
"CLV","CLOVER CORPORATION LIMITED","1999-11-30","Materials",266096166
"CLW","CHARTER HALL LONG WALE REIT","2016-11-08","Real Estate",3329466677
"CLX","CTI LOGISTICS LIMITED","1987-12-02","Transportation",70089002
"CLZ","CLASSIC MINERALS LTD","2013-05-24","Materials",22369104
"CM8","CROWD MEDIA HOLDINGS LIMITED","1999-12-16","Media & Entertainment",15505780
"CMD","CASSIUS MINING LIMITED","2006-08-10","Materials",3972536
"CML","CHASE MINING CORPORATION LIMITED","2007-11-15","Materials",6290132
"CMM","CAPRICORN METALS LTD","2008-07-07","Materials",887616094
"CMP","COMPUMEDICS LIMITED","2000-12-21","Health Care Equipment & Services",78837512
"CMW","CROMWELL PROPERTY GROUP","1973-02-22","Real Estate",2355723608
"CNB","CARNABY RESOURCES LIMITED","2016-08-30","Materials",35973419
"CNI","CENTURIA CAPITAL GROUP","2002-03-26","Real Estate",2662873274
"CNJ","CONICO LTD","2007-06-18","Materials",77891198
"CNL","CELAMIN HOLDINGS LIMITED","2009-12-17","Materials",12873009
"CNQ","CLEAN TEQ WATER LIMITED","2021-07-02","Commercial & Professional Services",31712984
"CNR","CANNON RESOURCES LIMITED","2021-08-12","Materials",22500000
"CNU","CHORUS LIMITED","2011-11-21","Telecommunication Services",3039769211
"CNW","CIRRUS NETWORKS HOLDINGS LIMITED","2004-02-10","Software & Services",32969394
"COB","COBALT BLUE HOLDINGS LIMITED","2017-02-02","Materials",82086633
"COD","CODA MINERALS LTD","2020-10-28","Materials",101677871
"COE","COOPER ENERGY LIMITED","2002-03-13","Energy",358825743
"COF","CENTURIA OFFICE REIT","2014-12-10","Real Estate",1296597474
"COG","COG FINANCIAL SERVICES LIMITED","2003-01-28","Diversified Financials",246192376
"COH","COCHLEAR LIMITED","1995-12-04","Health Care Equipment & Services",15213532676
"COI","COMET RIDGE LIMITED","2004-04-16","Energy",73987240
"COL","COLES GROUP LIMITED.","2018-11-21","Food & Staples Retailing",24130788201
"COO","CORUM GROUP LIMITED","1971-07-28","Software & Services",48337300
"COS","COSOL LIMITED","2020-01-24","Software & Services",90922470
"COY","COPPERMOLY LIMITED","2008-01-31","Materials",27653782
"CPH","CRESO PHARMA LIMITED","2016-10-20","Pharmaceuticals, Biotechnology & Life Sciences",155553318
"CPN","CASPIN RESOURCES LIMITED","2020-11-25","Materials",59358749
"CPO","CULPEO MINERALS LIMITED",,"Materials",0
"CPT","CIPHERPOINT LIMITED","2007-01-03","Software & Services",7973566
"CPU","COMPUTERSHARE LIMITED.","1994-05-27","Software & Services",10058130738
"CPV","CLEARVUE TECHNOLOGIES LIMITED","2018-05-25","Capital Goods",76727513
"CQE","CHARTER HALL SOCIAL INFRASTRUCTURE REIT","2003-05-22","Real Estate",1349371936
"CQR","CHARTER HALL RETAIL REIT","1995-11-15","Real Estate",2220977215
"CR1","CONSTELLATION RESOURCES LIMITED","2018-07-30","Materials",17361899
"CR9","CORELLA RESOURCES LTD","2008-01-15","Materials",18699995
"CRB","CARBINE RESOURCES LIMITED","2007-03-16","Materials",15352703
"CRL","COMET RESOURCES LIMITED","1994-03-02","Materials",13140212
"CRM","CARBON MINERALS LIMITED","1980-12-31","Energy",4700875
"CRN","CORONADO GLOBAL RESOURCES INC.","2018-10-23","Materials",1844099103
"CRO","CIRRALTO LIMITED","2002-05-29","Software & Services",210494515
"CRR","CRITICAL RESOURCES LIMITED","2010-12-03","Materials",24226942
"CRS","CAPRICE RESOURCES LTD","2018-12-05","Materials",13717667
"CRW","CASHREWARDS LIMITED","2020-12-02","Media & Entertainment",64630176
"CSE","COPPER STRIKE LIMITED","2004-11-24","Materials",12603047
"CSL","CSL LIMITED","1994-06-08","Pharmaceuticals, Biotechnology & Life Sciences",140671122034
"CSR","CSR LIMITED","1962-03-31","Materials",2659897612
"CSS","CLEAN SEAS SEAFOOD LIMITED","2005-12-12","Food, Beverage & Tobacco",84178592
"CST","CASTILE RESOURCES LTD","2020-02-14","Materials",42937676
"CSX","CLEANSPACE HOLDINGS LIMITED","2020-10-23","Health Care Equipment & Services",103976356
"CT1","CONSTELLATION TECHNOLOGIES LIMITED","1987-10-08","Technology Hardware & Equipment",19095203
"CTD","CORPORATE TRAVEL MANAGEMENT LIMITED","2010-12-15","Consumer Services",3092975025
"CTE","CRYOSITE LIMITED","2002-05-09","Pharmaceuticals, Biotechnology & Life Sciences",21086803
"CTM","CENTAURUS METALS LIMITED","1989-01-12","Materials",358291616
"CTO","CITIGOLD CORPORATION LIMITED","1993-12-23","Materials",31170250
"CTP","CENTRAL PETROLEUM LIMITED","2006-03-07","Energy",72409366
"CTT","CETTIRE LIMITED","2020-12-18","Retailing",960720314
"CU6","CLARITY PHARMACEUTICALS LTD","2021-08-25","Pharmaceuticals, Biotechnology & Life Sciences",358585564
"CUE","CUE ENERGY RESOURCES LIMITED","1995-12-11","Energy",43981542
"CUL","CULLEN RESOURCES LIMITED","1988-11-23","Materials",5982683
"CUP","COUNTPLUS LIMITED","2010-12-22","Commercial & Professional Services",108511431
"CUS","COPPER SEARCH LIMITED",,"Class Pend",0
"CUV","CLINUVEL PHARMACEUTICALS LIMITED","2001-02-13","Pharmaceuticals, Biotechnology & Life Sciences",1803477337
"CV1","CV CHECK LTD","2015-09-08","Software & Services",72989709
"CVC","CVC LIMITED","1985-06-27","Diversified Financials",251171802
"CVL","CIVMEC LIMITED","2018-06-22","Capital Goods",351715000
"CVN","CARNARVON PETROLEUM LIMITED","1984-08-16","Energy",391344979
"CVS","CERVANTES CORPORATION LIMITED","2002-11-06","Materials",10878087
"CVV","CARAVEL MINERALS LIMITED","2006-11-03","Materials",170280008
"CVW","CLEARVIEW WEALTH LIMITED","2003-12-11","Diversified Financials",361452839
"CWL","CONSOLIDATED FINANCIAL HOLDINGS LIMITED","2007-10-23","Software & Services","N/A"
"CWN","CROWN RESORTS LIMITED","2007-12-03","Consumer Services",6284028755
"CWP","CEDAR WOODS PROPERTIES LIMITED","1994-08-31","Real Estate",530790416
"CWX","CARAWINE RESOURCES LIMITED","2017-12-14","Materials",25044677
"CWY","CLEANAWAY WASTE MANAGEMENT LIMITED","2005-05-03","Commercial & Professional Services",5498935288
"CXL","CALIX LIMITED","2018-07-20","Materials",657487563
"CXM","CENTREX METALS LIMITED","2006-07-19","Materials",18002751
"CXO","CORE LITHIUM LTD","2011-02-11","Materials",520878689
"CXU","CAULDRON ENERGY LIMITED","2005-01-28","Energy",14591984
"CXX","CRADLE RESOURCES LIMITED","2011-09-16","Materials",7207908
"CXZ","CONNEXION TELEMATICS LTD","1974-01-01","Software & Services",15842972
"CY5","CYGNUS GOLD LIMITED","2018-01-15","Materials",15720914
"CYC","CYCLOPHARM LIMITED","2007-01-18","Health Care Equipment & Services",154068458
"CYG","COVENTRY GROUP LIMITED","1966-01-27","Capital Goods",135017166
"CYL","CATALYST METALS LIMITED","2006-07-26","Materials",186270395
"CYM","CYPRIUM METALS LIMITED","1985-04-26","Materials",117942381
"CYP","CYNATA THERAPEUTICS LIMITED","2007-12-20","Pharmaceuticals, Biotechnology & Life Sciences",75220212
"CYQ","CYCLIQ GROUP LTD","2007-11-21","Consumer Durables & Apparel",8340400
"CZL","CONSOLIDATED ZINC LIMITED","2006-06-19","Materials",8438019
"CZN","CORAZON MINING LIMITED","2005-06-30","Materials",8122166
"CZR","CZR RESOURCES LTD","2006-08-29","Materials",31376909
"D2O","DUXTON WATER LIMITED","2016-09-16","Utilities",164780065
"DAF","DISCOVERY AFRICA LIMITED","2011-09-22","Materials",7113214
"DAL","DALAROO METALS LTD",,"Class Pend",0
"DBF","DUXTON BROADACRE FARMS LIMITED","2018-02-08","Food, Beverage & Tobacco",66286434
"DBI","DALRYMPLE BAY INFRASTRUCTURE LIMITED","2020-12-08","Transportation",1141568261
"DBO","DIABLO RESOURCES LIMITED",,"Class Pend",0
"DC2","DC TWO LIMITED","2020-11-10","Class Pend",11115000
"DCC","DIGITALX LIMITED","1989-02-06","Software & Services",51777296
"DCG","DECMIL GROUP LIMITED","2005-04-22","Capital Goods",55518089
"DCL","DOMACOM LIMITED","2016-11-07","Diversified Financials","N/A"
"DCN","DACIAN GOLD LIMITED","2012-11-14","Materials",217671751
"DCX","DISCOVEX RESOURCES LIMITED","2007-12-13","Materials",12843320
"DDB","DYNAMIC DRILL AND BLAST HOLDINGS LIMITED","2020-08-06","Capital Goods",49395753
"DDD","3D RESOURCES LIMITED","2007-03-21","Materials",15521488
"DDH","DDH1 LIMITED","2021-03-09","Materials",389083310
"DDR","DICKER DATA LIMITED","2011-01-24","Technology Hardware & Equipment",2315968404
"DDT","DATADOT TECHNOLOGY LIMITED","2005-01-12","Automobiles & Components",9934956
"DEG","DE GREY MINING LIMITED","2002-07-03","Materials",1628445497
"DEL","DELOREAN CORPORATION LIMITED","2021-04-12","Utilities",38501830
"DEM","DE.MEM LIMITED","2017-04-07","Utilities",55245896
"DET","DEALT LIMITED","2017-02-07","Real Estate","N/A"
"DEV","DEVEX RESOURCES LIMITED","2000-10-03","Energy",76958492
"DEX","DUKE EXPLORATION LIMITED","2020-11-10","Materials",29517496
"DGH","DESANE GROUP HOLDINGS LIMITED","1987-09-04","Real Estate",50319288
"DGL","DGL GROUP LIMITED","2021-05-24","Materials",591100000
"DGO","DGO GOLD LIMITED","2007-12-21","Materials",241403041
"DGR","DGR GLOBAL LIMITED","2003-08-21","Materials",60962991
"DHG","DOMAIN HOLDINGS AUSTRALIA LIMITED.","2017-11-16","Media & Entertainment",3155023921
"DJW","DJERRIWARRH INVESTMENTS LIMITED","1995-06-28","Not Applic",738085277
"DKM","DUKETON MINING LIMITED","2014-08-04","Materials",44206721
"DLC","DELECTA LIMITED","1987-01-15","Retailing",6051727
"DLT","DELTA DRONE INTERNATIONAL LIMITED","2018-06-18","Technology Hardware & Equipment",17570173
"DM1","DESERT METALS LIMITED","2020-12-18","Materials",19250000
"DMC","DESIGN MILK CO LIMITED","1997-03-24","Retailing",14517117
"DME","DOME GOLD MINES LIMITED","2013-10-22","Materials",52648882
"DMG","DRAGON MOUNTAIN GOLD LIMITED","2007-07-31","Materials","N/A"
"DMP","DOMINO'S PIZZA ENTERPRISES LIMITED","2005-05-16","Consumer Services",13204662519
"DNA","DONACO INTERNATIONAL LIMITED","2004-12-23","Consumer Services",43238628
"DNK","DANAKALI LIMITED","2003-10-17","Materials",165750456
"DOC","DOCTOR CARE ANYWHERE GROUP PLC","2020-12-04","Health Care Equipment & Services",235306683
"DOR","DORIEMUS PLC","2017-09-29","Energy",24961187
"DOU","DOUUGH LIMITED","2004-06-15","Telecommunication Services",61025458
"DOW","DOWNER EDI LIMITED","1990-12-20","Commercial & Professional Services",4543162858
"DRA","DRA GLOBAL LIMITED","2021-07-09","Capital Goods",195219997
"DRE","DREADNOUGHT RESOURCES LTD","2006-10-31","Materials",109090072
"DRO","DRONESHIELD LIMITED","2016-06-22","Capital Goods",85736361
"DRR","DETERRA ROYALTIES LIMITED","2020-10-23","Materials",2256708357
"DRX","DIATREME RESOURCES LIMITED","2005-06-22","Materials",65674144
"DSE","DROPSUITE LIMITED","1985-12-12","Software & Services",132053617
"DSK","DUSK GROUP LIMITED","2020-11-02","Retailing",194275739
"DTC","DAMSTRA HOLDINGS LIMITED","2019-10-16","Software & Services",178406539
"DTI","DTI GROUP LTD","2014-12-09","Technology Hardware & Equipment",6364555
"DTL","DATA#3 LIMITED","1997-12-23","Software & Services",817606985
"DTM","DART MINING NL","2007-05-10","Materials",11493730
"DTR","DATELINE RESOURCES LIMITED","2011-06-23","Materials",39974877
"DTS","DRAGONTAIL SYSTEMS LIMITED","2016-12-20","Software & Services","N/A"
"DTZ","DOTZ NANO LIMITED","2007-12-13","Semiconductors & Semiconductor Equipment",173104599
"DUB","DUBBER CORPORATION LIMITED","2000-06-30","Software & Services",1129048518
"DUG","DUG TECHNOLOGY LTD","2020-08-12","Software & Services",107431428
"DUI","DIVERSIFIED UNITED INVESTMENT LIMITED","1991-12-19","Not Applic",1119777867
"DUR","DURATEC LIMITED","2020-11-04","Capital Goods",94977920
"DVL","DORSAVI LTD","2013-12-11","Pharmaceuticals, Biotechnology & Life Sciences",7731517
"DW8","DIGITAL WINE VENTURES LIMITED","2001-04-04","Retailing",112253800
"DXB","DIMERIX LIMITED","1993-02-04","Pharmaceuticals, Biotechnology & Life Sciences",84489701
"DXN","DXN LIMITED","2018-04-11","Software & Services",11053185
"DXS","DEXUS","2004-10-06","Real Estate",11411747260
"DYL","DEEP YELLOW LIMITED","1985-12-19","Energy",266118959
"E25","ELEMENT 25 LIMITED","2006-11-09","Materials",313947679
"E2E","EON NRG LIMITED","2011-01-21","Energy","N/A"
"E2M","E2 METALS LIMITED","2017-04-19","Materials",39122515
"E33","EAST 33 LIMITED..","2021-07-29","Food, Beverage & Tobacco",51365609
"E79","E79 GOLD MINES LIMITED",,"Class Pend",0
"EAI","ELLERSTON ASIAN INVESTMENTS LIMITED","2015-09-15","Not Applic",151598147
"EAS","EASTON INVESTMENTS LIMITED","2005-08-02","Diversified Financials",43630853
"EAX","ENERGY ACTION LIMITED","2011-10-13","Commercial & Professional Services",8366466
"EBG","EUMUNDI GROUP LIMITED","1989-12-07","Consumer Services",40089316
"EBO","EBOS GROUP LIMITED","2013-12-06","Health Care Equipment & Services",5664020802
"ECF","ELANOR COMMERCIAL PROPERTY FUND","2019-12-06","Real Estate",313742519
"ECG","ECARGO HOLDINGS LIMITED","2014-11-28","Commercial & Professional Services",20303250
"ECL","EXCELSIOR CAPITAL LTD","1993-04-22","Capital Goods",48275791
"ECP","ECP EMERGING GROWTH LIMITED","2014-08-14","Not Applic",28942508
"ECS","ECS BOTANICS HOLDINGS LTD","1986-03-13","Pharmaceuticals, Biotechnology & Life Sciences",31067304
"ECT","ENVIRONMENTAL CLEAN TECHNOLOGIES LIMITED.","1986-02-05","Commercial & Professional Services","N/A"
"ECX","ECLIPX GROUP LIMITED","2015-04-22","Diversified Financials",766677947
"EDC","EILDON CAPITAL GROUP","2017-02-28","Diversified Financials",50134984
"EDE","EDEN INNOVATIONS LTD","2006-06-06","Energy",37540899
"EDV","ENDEAVOUR GROUP LIMITED","2021-06-24","Food & Staples Retailing",12608499320
"EEG","EMPIRE ENERGY GROUP LIMITED","1984-08-30","Energy",167852815
"EER","EAST ENERGY RESOURCES LIMITED","2007-12-19","Energy","N/A"
"EFE","EASTERN IRON LIMITED","2008-05-16","Materials",9692075
"EGG","ENERO GROUP LIMITED","2004-04-30","Media & Entertainment",285096654
"EGH","EUREKA GROUP HOLDINGS LIMITED","2004-07-01","Real Estate",146402183
"EGL","ENVIRONMENTAL GROUP LIMITED (THE)","1981-02-12","Capital Goods",29082389
"EGN","ENGENCO LIMITED","2006-12-14","Capital Goods",145064874
"EGR","ECOGRAF LIMITED","2010-10-29","Materials",371112604
"EGY","ENERGY TECHNOLOGIES LIMITED","1992-10-22","Capital Goods",22395778
"EHE","ESTIA HEALTH LIMITED","2014-12-05","Health Care Equipment & Services",603930193
"EHL","EMECO HOLDINGS LIMITED","2006-07-28","Capital Goods",617502577
"EL8","ELEVATE URANIUM LTD","1985-10-23","Energy",92430577
"ELD","ELDERS LIMITED","1981-06-30","Food, Beverage & Tobacco",1852682636
"ELE","ELMORE LTD","1998-02-25","Materials",14698500
"ELO","ELMO SOFTWARE LIMITED","2017-06-29","Software & Services",433326698
"ELS","ELSIGHT LIMITED","2017-06-08","Technology Hardware & Equipment",56670172
"ELT","ELEMENTOS LIMITED","2009-12-23","Materials",72238173
"EM1","EMERGE GAMING LIMITED","1971-06-09","Media & Entertainment",30273342
"EM2","EAGLE MOUNTAIN MINING LIMITED","2018-03-16","Materials",157238652
"EMB","EMBELTON LIMITED","1974-01-01","Capital Goods",26973213
"EMD","EMYRIA LIMITED","2020-02-12","Health Care Equipment & Services",55900209
"EME","ENERGY METALS LTD","2005-09-09","Energy",40888246
"EMH","EUROPEAN METALS HOLDINGS LIMITED","2012-07-19","Materials",272680889
"EML","EML PAYMENTS LIMITED","2006-01-18","Software & Services",1519682430
"EMN","EURO MANGANESE INC","2018-10-02","Materials",241557928
"EMP","EMPEROR ENERGY LIMITED","1987-06-05","Energy",7843904
"EMR","EMERALD RESOURCES NL","1994-07-22","Materials",422625710
"EMS","EASTERN METALS LIMITED",,"Class Pend",0
"EMT","EMETALS LIMITED","2010-10-26","Not Applic",7650000
"EMU","EMU NL","2008-02-27","Materials",13238920
"EMUCA","EMU NL","2008-02-27","Materials",13238920
"EMV","EMVISION MEDICAL DEVICES LTD","2018-12-13","Health Care Equipment & Services",217232664
"EN1","ENGAGE:BDR LIMITED","2017-12-14","Media & Entertainment",10211810
"ENA","ENSURANCE LTD","2011-09-23","Insurance",20039711
"ENN","ELANOR INVESTORS GROUP","2014-07-11","Consumer Services",251626991
"ENR","ENCOUNTER RESOURCES LIMITED","2006-03-24","Materials",60088739
"ENT","ENTERPRISE METALS LIMITED","2007-06-20","Materials",9741342
"ENV","ENOVA MINING LIMITED","2007-04-13","Materials",8127812
"ENX","ENEGEX LIMITED","2013-10-08","Materials",14099893
"EOF","ECOFIBRE LIMITED","2019-03-29","Pharmaceuticals, Biotechnology & Life Sciences",214840066
"EOL","ENERGY ONE LIMITED","2007-01-15","Software & Services",165274854
"EOS","ELECTRO OPTIC SYSTEMS HOLDINGS LIMITED","2000-10-23","Capital Goods",550836936
"EP1","E&P FINANCIAL GROUP LIMITED","2018-05-14","Diversified Financials",147819394
"EPD","EMPIRED LTD","2007-10-19","Software & Services",212399613
"EPM","ECLIPSE METALS LIMITED.","2011-02-17","Energy",72730361
"EPN","EPSILON HEALTHCARE LIMITED","2017-05-04","Pharmaceuticals, Biotechnology & Life Sciences",27942508
"EPX","EP&T GLOBAL LIMITED","2021-05-12","Software & Services",31585915
"EPY","EARLYPAY LTD","2010-02-23","Diversified Financials",133366248
"EQE","EQUUS MINING LIMITED","1995-12-12","Materials",25015909
"EQR","EQ RESOURCES LIMITED","2006-06-06","Materials",64354377
"EQT","EQT HOLDINGS LIMITED","1985-08-06","Diversified Financials",628772608
